arquivo	proveniencia	sha256_integracao	presente_inventario_base
backend/src/modules/api/private/community/repositories/queries/CommunityMembershipRepository.ts	Tesla;comunidades;integral	2d8ea0bbc2165387f31c498c85df3f7e2daa43fc04668da91ddacac202f15e60	true
backend/src/modules/api/private/community/repositories/queries/CommunityMentorRepository.ts	Tesla;comunidades;integral	69ec6107179ff604805c77bc086e16d286154cd030d31754e031daa9519da04b	true
backend/src/modules/api/private/community/repositories/queries/CommunityPostRepository.ts	Tesla;comunidades;integral | Lagrange;estado_posts;integral | Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial | Tesla;associacao333;integral_final	bd0b9ff1384510ac7b185c3a4cf8594b873fa16becb0fca43798e95b57cd4cb2	true
backend/src/modules/api/private/community/repositories/queries/CommunityRepositoryContext.ts	Tesla;comunidades;integral | Lagrange;estado_posts;integral	7947c1c5ff3597a2584846d7459c279a710837a64ff16148a2eb2eb189702c5e	true
backend/src/modules/api/private/community/repositories/support/community-feed.ts	Tesla;comunidades;integral	2bb9adbfae350d62468ac29f2e7f42f4117c602ce81a1828593665f8cfaf1da1	true
backend/src/modules/api/private/community/repositories/support/community-ranking.ts	Tesla;comunidades;integral | Lagrange;estado_posts;integral	5b2285f7f46e9878f37e3a8cfb31b3e133042e1bf041b67a74644fab072f8171	true
backend/src/modules/api/private/community/repositories/support/community-response.ts	Tesla;comunidades;integral	247ad0d3aae636e63ba8cda3c8f1a940961a605f7ab3cb23df9bdf3889e72f54	true
backend/src/modules/api/private/community/use-cases/controller.ts	Tesla;comunidades;integral	6a6a4bed4f7cad6a4a0199cfc89e6ed8f403b4ef68f544c1c5323de224fd8ccd	true
backend/src/modules/api/private/community/use-cases/services.ts	Tesla;comunidades;integral | Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial	6d83682a80e969913df5311d02a7c73a6eaae7e06fb578c514a0558f57442a24	true
backend/src/modules/api/private/community/use-cases/services/post-media-multipart.ts	Tesla;comunidades;integral | Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial	40a05dca83fa1289d16b4598d08168107df128c03ad03a301a8655d03114cf9c	true
backend/src/modules/api/private/community/validator/index.ts	Tesla;comunidades;integral	882e2c7f0c0246eb2f9cfd46c9fe246a199653679e2f1ab3465bc8752942c252	true
backend/src/modules/api/private/community/validator/multipart-part.test.ts	Tesla;comunidades;integral	81606704ee93d39d109e7c86341e8b9fcb0fedbd683be8f50e98321d4e411fe2	true
backend/src/modules/api/private/directory/psychologists/DTOs/IContactDTO.ts	Tesla;comunidades;integral	968996c3bdebb21451b7321f0740cff5e2ebc35490ef124d48d34c26a938e6b9	true
backend/src/modules/api/private/directory/psychologists/DTOs/IIndexDTO.ts	Tesla;comunidades;integral	c184aab59983a49393a4a2a9c81f191f93c1e8095d30368ff81310666c50b49d	true
backend/src/modules/api/private/directory/psychologists/DTOs/IProfileDTO.ts	Tesla;comunidades;integral	3684853ea8eb7234b245109f37f1d7c71b0e79575300f21af075ad34cd314582	true
backend/src/modules/api/private/directory/psychologists/DTOs/IProfileVideoWatchDTO.ts	Tesla;comunidades;integral	cfd10d7714ad6623ff6fc672e244c6f7e4e7893b3232648d5836db197c153414	true
backend/src/modules/api/private/directory/psychologists/index.ts	Tesla;comunidades;integral	edc4987a10326e9ac76dbdf9f6a1644efd729cb9c1663fae9b54a2904b766ed2	true
backend/src/modules/api/private/directory/psychologists/repositories/ContactRepository.ts	Tesla;comunidades;integral	5ae084a529121c695ef3e2a8ed3661fa81e8fed64a10362f4be9d2b400a0bbc1	true
backend/src/modules/api/private/directory/psychologists/repositories/IndexRepository.ts	Tesla;comunidades;integral	8185f78cde9a08109a0e8d44fc79330a9401f08c49640bb83e1639a04b201c84	true
backend/src/modules/api/private/directory/psychologists/repositories/ProfileRepository.ts	Tesla;comunidades;integral	4ed76193d5fa7da785d35241edd5e6c60066da6180847a161aa3b8185a152eaf	true
backend/src/modules/api/private/directory/psychologists/repositories/ProfileVideoWatchRepository.ts	Tesla;comunidades;integral	0761c8e3a1062c6da01327346c3daef6d9ea93cc759e9a2776064782927abdc3	true
backend/src/modules/api/private/directory/psychologists/repositories/ProfileViewRepository.ts	Tesla;comunidades;integral	5f484b08a16116efefa05975499a27e6ec0c6bca2ecc3799fa71d85a79ca8c09	true
backend/src/modules/api/private/directory/psychologists/repositories/interfaces/IContactRepository.ts	Tesla;comunidades;integral	aa651318b7bcd28679216c70e27dabc8fac6cdd0dc9c1137712a9b6432209bee	true
backend/src/modules/api/private/directory/psychologists/repositories/interfaces/IIndexRepository.ts	Tesla;comunidades;integral	0dd99691578ddb77799e232cc63e32a82fcb25a73045cceebf9775a438c409e6	true
backend/src/modules/api/private/directory/psychologists/repositories/interfaces/IProfileRepository.ts	Tesla;comunidades;integral	67810120961464a835800b2b5f0cfcbb656ce856785bc354cd4d97cc38fe1255	true
backend/src/modules/api/private/directory/psychologists/repositories/support/profile-author-privacy.test.ts	Tesla;comunidades;integral	2176ca05ef6aa98a840b73d19d33057c016dae862cd4567a41815f58ff143736	false
backend/src/modules/api/private/directory/psychologists/repositories/support/profile-base.ts	Tesla;comunidades;integral	03b4a7f01f50c9237378f059c02243c08b5889dbcc6da1ef50149daeebdbaaf0	true
backend/src/modules/api/private/directory/psychologists/repositories/support/profile-query.ts	Tesla;comunidades;integral | Goodall;configuracoesSEO;integral_inicial	afc421b269c2a35ab8384e736ad3c53d3e57846331cfec03ddc71b5f4daa4457	true
backend/src/modules/api/private/directory/psychologists/repositories/support/profile-response.ts	Tesla;comunidades;integral	408bd7708609081677b7ff322b14a1d8694a896e2808dbaef1e0789ae0b4ee5a	true
backend/src/modules/api/private/directory/psychologists/use-cases/controller.ts	Tesla;comunidades;integral	62501fa733c02ee22bfb44ddc93534ab451efc3a532cb9407d5b8e2aa90695f0	true
backend/src/modules/api/private/directory/psychologists/use-cases/services.ts	Tesla;comunidades;integral	7c3fdbe7955c8280c3046d0bada55528a59df6d1f2ae2f6c7e1c1c2235dacfd4	true
backend/src/modules/api/private/directory/psychologists/validator/index.ts	Tesla;comunidades;integral	9e0510db9c7548d22331f8461d418ef1b78291a05710de2f960a65ff7887bb9d	true
backend/src/modules/api/private/notification/clean/DTOs/ICleanDTO.ts	Tesla;notificacoes;integral	2154c56d337bb1b9fd4a5c56e543a85503e81cfa64894b1dad3a5ae3b6fc3acb	true
backend/src/modules/api/private/notification/clean/index.ts	Tesla;notificacoes;integral	f562fe7d3c288294c7a08b74527ff5e2488942661977328ba006f244203214d2	true
backend/src/modules/api/private/notification/clean/repositories/CleanRepository.ts	Tesla;notificacoes;integral	bd89dadd844cfd180cf928b97fff0ec3561d93f14a131e8a456d4d3945408d63	true
backend/src/modules/api/private/notification/clean/repositories/interfaces/ICleanRepository.ts	Tesla;notificacoes;integral	6b2f3f15b57561d4b0cb64391cf0f617a03337509045c405abc29920419f952a	true
backend/src/modules/api/private/notification/clean/use-cases/controller.ts	Tesla;notificacoes;integral	396dd696ca23705564984d5063f6a16d9845fb52af25a1ebc0db3bdb3dbd7ba3	true
backend/src/modules/api/private/notification/clean/use-cases/services.ts	Tesla;notificacoes;integral	2e04525d0452e737dcf909e023e0e56cbf1797b5e0bb906dea85252f71605440	true
backend/src/modules/api/private/notification/clean/validator/index.ts	Tesla;notificacoes;integral	560af4750ae0c8c284d63da4aed6a30bb5dbe413415c4256eb26c1a746642cbe	true
backend/src/modules/api/private/notification/click/DTOs/IClickDTO.ts	Tesla;notificacoes;integral	a05c608288b8857efae0a1e4671ded5d8e2f8ffdc5b86bfe40eb3e20ac8dfa98	true
backend/src/modules/api/private/notification/click/index.ts	Tesla;notificacoes;integral	607a4c87627e98d5d6a68eb81fd104dbb1a9277ad2094c35ed767a186def0b75	true
backend/src/modules/api/private/notification/click/repositories/ClickRepository.ts	Tesla;notificacoes;integral	806bb9c3e883394a1aa26309c42127a3fa503c89f309c49577a1e735e568932d	true
backend/src/modules/api/private/notification/click/use-cases/controller.ts	Tesla;notificacoes;integral	bdc8d0c198bdfe67cc8b116bb603f62531267f45548a5e2bff1608b4e56b014d	true
backend/src/modules/api/private/notification/click/use-cases/services.ts	Tesla;notificacoes;integral	2276fefa57fb42998afb8b513adbdf47766b3159afe6d2c7566691aaedf8a3ea	true
backend/src/modules/api/private/notification/click/validator/index.ts	Tesla;notificacoes;integral	0674b5170e845bce4ba52a02d7cd295494556449ce5895380e15f7d76f2ffe5c	true
backend/src/modules/api/private/notification/index/DTOs/IIndexDTO.ts	Tesla;notificacoes;integral	cccfdff66ae2c979d0cf6cf7004408b9096deebec8f73ce612ca2717c815dfc8	true
backend/src/modules/api/private/notification/index/index.ts	Tesla;notificacoes;integral	53ecb7991487ff1c482e234f045748577da69e8e5a2b49f288d0bfb749db0a66	true
backend/src/modules/api/private/notification/index/repositories/IndexRepository.ts	Tesla;notificacoes;integral	19bba0f4adf2903a2de1f22abfa146516f56ca002a3890e4ea3845ec9a5da26b	true
backend/src/modules/api/private/notification/index/repositories/interfaces/IIndexRepository.ts	Tesla;notificacoes;integral	952984c8a761e9ddee8be953f0fe112299228344bf9efa498a7102b774ba2e36	true
backend/src/modules/api/private/notification/index/use-cases/controller.ts	Tesla;notificacoes;integral	d07babb14c95cf163424a2d38e6b3172c0174ab29e71f3d02537a3a7e23bd65b	true
backend/src/modules/api/private/notification/index/use-cases/services.ts	Tesla;notificacoes;integral	5c542ddc4efa1c50e87f0f20d61fd8f8f587024e9ef9d82e82500b315e9f5659	true
backend/src/modules/api/private/notification/index/validator/index.ts	Tesla;notificacoes;integral	112b3dccdfe736e86dfdaee1055d5286a3e8b106a935ff78a57634a800c0c757	true
backend/src/modules/api/private/notification/update/DTOs/IUpdateDTO.ts	Tesla;notificacoes;integral	ee0ae2bc672866e7e25244cb6e269717b6f2e1b884d0dd35b3f63d4a14559cf5	true
backend/src/modules/api/private/notification/update/index.ts	Tesla;notificacoes;integral	1235d6e370b797e7961b8b8fa73b606055b31ba1234ba84f76fbc2c0db38443c	true
backend/src/modules/api/private/notification/update/repositories/UpdateRepository.ts	Tesla;notificacoes;integral	d3c02fee78325a52e96e12e841698220646c5f16978d8bfae8bb473753f912a6	true
backend/src/modules/api/private/notification/update/repositories/interfaces/IUpdateRepository.ts	Tesla;notificacoes;integral	67ce4473a4334481f2615d939302478f370e0dfedef999a9deb5d2006cad1219	true
backend/src/modules/api/private/notification/update/use-cases/controller.ts	Tesla;notificacoes;integral	5604653e6aaeb2a886b0213d87f411995dfd1fa35ceece7ca47462813272b2cf	true
backend/src/modules/api/private/notification/update/use-cases/services.ts	Tesla;notificacoes;integral	3e4eb70fd5127ec37a461122dce78c53a8837b5ce8d20112f9303990694d4eb0	true
backend/src/modules/api/private/notification/update/validator/index.ts	Tesla;notificacoes;integral	a497162da39b5d241f9348705eabb060daa8c2a51447c63cc292117d07ef32bc	true
backend/src/modules/api/private/notification_preference/show/DTOs/IShowDTO.ts	Tesla;notificacoes;integral	b7194386ada6b522084b35d6d81e7bb2cf7b939385df779cf99248b318b8056e	true
backend/src/modules/api/private/notification_preference/show/index.ts	Tesla;notificacoes;integral	00c8c91890b3b318a9dae5c0bdc3d13c54dccb09c3e125fb2e6f35fd614a89fc	true
backend/src/modules/api/private/notification_preference/show/repositories/ShowRepository.ts	Tesla;notificacoes;integral	de8c20c73ac1ba2aa3995c6a45a633afbc3c6cae437279be4115c276c44242ad	true
backend/src/modules/api/private/notification_preference/show/repositories/interfaces/IShowRepository.ts	Tesla;notificacoes;integral	8944c1b6b114b9e5c6622af7d534b75519bfdbc916aea18f7c514b22453a891e	true
backend/src/modules/api/private/notification_preference/show/use-cases/controller.ts	Tesla;notificacoes;integral	3c4ba7fdafebc99408650e6f44f77e2e1f7446c1897e2365292feba78e4d9f71	true
backend/src/modules/api/private/notification_preference/show/use-cases/services.ts	Tesla;notificacoes;integral	4afdf2f87aeb99758a7c606f06ef55fa300ac4dc528c428f368794b7f70370fb	true
backend/src/modules/api/private/notification_preference/update/DTOs/IUpdateDTO.ts	Tesla;notificacoes;integral	31a401b6409d16d6272c86ca4a6f5ead9ad8fc2402e2185411d4448c504585fa	true
backend/src/modules/api/private/notification_preference/update/index.ts	Tesla;notificacoes;integral	a13882d0e407efdce75a41c3aec34773ee62306b6d871bf7309ad1ba465ade1b	true
backend/src/modules/api/private/notification_preference/update/repositories/UpdateRepository.ts	Tesla;notificacoes;integral	161c351d866186e4e3cb16ddb8cc1c1f79c91d335ff315207fc0066fc2748795	true
backend/src/modules/api/private/notification_preference/update/repositories/interfaces/IUpdateRepository.ts	Tesla;notificacoes;integral	2fb871b6b37dfd14ff36f1360d59ea16e7dd0c9cf7941a9eb9955a692b04adf2	true
backend/src/modules/api/private/notification_preference/update/use-cases/controller.ts	Tesla;notificacoes;integral	ca85fb4bd24b1b4c7447812559d969a6e15c449b47c50ef31cd478d67a18d1cf	true
backend/src/modules/api/private/notification_preference/update/use-cases/services.ts	Tesla;notificacoes;integral	a3df410e1030439b6af3298b8561c6f7f7274081680a978b214e8b07a0ec2b47	true
backend/src/modules/api/private/notification_preference/update/validator/index.ts	Tesla;notificacoes;integral	a32e63dbda6c6273ea3440c19181660c9cc18f538a382ba2c992ca316ca82db4	true
backend/src/modules/api/private/notification_subscription/key/index.ts	Tesla;notificacoes;integral	a6365e6c9a97bd7df9d265634872f1d6666596dfe797772e500a7df81d1cc9b4	true
backend/src/modules/api/private/notification_subscription/key/use-cases/controller.ts	Tesla;notificacoes;integral	d966321b4bb4e7ee0b24189d41ecbee14e949215622635e9ba3fd8ec49eb017d	true
backend/src/modules/api/private/notification_subscription/key/use-cases/services.ts	Tesla;notificacoes;integral	cee6d7f65aad6820568de8b73fbca3d2d18c18a19336d14de2e285455bf6961c	true
backend/src/modules/api/private/notification_subscription/store/DTOs/IStoreDTO.ts	Tesla;notificacoes;integral	af7e94308815b5fbea65f33645f7e2b0aa8509925f96e5ee45c2c889523549c7	true
backend/src/modules/api/private/notification_subscription/store/index.ts	Tesla;notificacoes;integral	015b7ef944e0d664005b65394f3bfc0d7e7e1bb5807ab9ee3cc0e87125dedd6f	true
backend/src/modules/api/private/notification_subscription/store/repositories/StoreRepository.ts	Tesla;notificacoes;integral	b907492e27845e9fcb795207b09928b1cebe3574e7aeae5eba6f795d6933be23	true
backend/src/modules/api/private/notification_subscription/store/repositories/interfaces/IStoreRepository.ts	Tesla;notificacoes;integral	1f16fc12ef4d1d860ff771f432906f386281cd2c009e8ae678d9b3ddbce1a75d	true
backend/src/modules/api/private/notification_subscription/store/use-cases/controller.ts	Tesla;notificacoes;integral	f873acfa96b15f76b2735cbf2a85c22fed1d9c754b8c2c7ac953dcc8cae57aa3	true
backend/src/modules/api/private/notification_subscription/store/use-cases/services.ts	Tesla;notificacoes;integral	7e96c299174c7a81755f3ec66fa4ce63d881fb02c14d7571a27e3fec76497f64	true
backend/src/modules/api/private/notification_subscription/store/validator/index.ts	Tesla;notificacoes;integral	eb04e4f9986093f424535eac55a0800a7c33095e129d239bd0be5b98d4825093	true
backend/src/modules/api/private/patient/favorites/DTOs/IFavoriteDTO.ts	Tesla;comunidades;integral	92f7a6de59598155ddedf5ea05ad9ab02f3e9b557921883ccd5cf00db8e4da57	true
backend/src/modules/api/private/patient/favorites/index.ts	Tesla;comunidades;integral	91f02612eb3d1d1db985152d66535237465660c13f0d95d8628993bbcc769495	true
backend/src/modules/api/private/patient/favorites/repositories/FavoriteRepository.ts	Tesla;comunidades;integral	691ddfdc8f1cd543e1a7ba618dc3bb5c0f4b73ae893796c5572eb4513934024d	true
backend/src/modules/api/private/patient/favorites/repositories/interfaces/IFavoriteRepository.ts	Tesla;comunidades;integral	a0e9f8b5f573c0a2a32bc7508331edb2edd8652262308336e3ba680cdabb877b	true
backend/src/modules/api/private/patient/favorites/use-cases/controller.ts	Tesla;comunidades;integral	e3aaee21cb70dbecaf80d59125770dcc4c8b1f0dd11d92f2eba10891273982ae	true
backend/src/modules/api/private/patient/favorites/use-cases/services.ts	Tesla;comunidades;integral	729397f175bf8820cf0d41d4ae8cdc8d2ade19ef8dae2a7723a02f167cb1db0f	true
backend/src/modules/api/private/patient/favorites/validator/index.ts	Tesla;comunidades;integral	b68dcb2af382dcd9949c9108aa7fb991212e6890f2b018fe37a4f5b35585564a	true
backend/src/modules/api/private/patient/profile/DTOs/IProfileDTO.ts	Tesla;vocabulario337;integral_dos_ranges	754a395cc01f4d51b678d164202d64e04279cf5b5f5d398871ad41aa75eaf410	true
backend/src/modules/api/private/patient/profile/validator/index.ts	Tesla;vocabulario337;integral_dos_ranges	430278d244bc6d479d32a582384f2e7a06a0e87eeec9ae786f7de637a06b1f48	true
backend/src/modules/api/private/posts/DTOs/IPostDTO.ts	Tesla;comunidades;integral | Lagrange;estado_posts;integral	9bcaf6c40b3834002a1e204bbb089092e1ba4a5f6fe63008b822445a6d44cca5	true
backend/src/modules/api/private/posts/index.ts	Tesla;comunidades;integral | principal;video_votos339;integral	75f3d6e8d8437fec421fafda4731b3e78f37506d6840d879e1f0fcf5160d725f	true
backend/src/modules/api/private/posts/repositories/PostRepository.ts	Tesla;comunidades;integral | Tesla;concorrencia;integral | Tesla;consumidores_midia;integral_inicial	8cedcd81dca46d17f40f65b505dbc9250c1641cbbd16e1e1da63a0b6107ec9a8	true
backend/src/modules/api/private/posts/repositories/interfaces/IPostRepository.ts	Tesla;comunidades;integral	9e12885cd2d56de7fbca30bf88e0e462efcdf72adf56b7aceabc8700d4a0faaf	true
backend/src/modules/api/private/posts/repositories/queries/PostCoreRepository.ts	Tesla;comunidades;integral | Tesla;concorrencia;integral | Lagrange;estado_posts;integral | principal;integracao329;integral | Tesla;consumidores_midia;integral_inicial | Tesla;associacao333;integral_final	66666fc77ee5f973ef684f8cf61d3ba218edf8b433d2267a3ab2245d6d012b38	true
backend/src/modules/api/private/posts/repositories/queries/PostEngagementRepository.ts	Tesla;comunidades;integral | principal;video_votos339;integral	197bb4b3eb6ad0a7b5b437b4710bd02aefb80d9f7e9870318b35d665a2adc0b2	true
backend/src/modules/api/private/posts/repositories/queries/PostListRepository.ts	Tesla;comunidades;integral | Lagrange;estado_posts;integral	22d4afe591b058434f15bbf7e56e567560e9c9cd3b7de61bc6052f95072eb9c3	true
backend/src/modules/api/private/posts/repositories/queries/PostReplyRepository.ts	Tesla;comunidades;integral | Tesla;concorrencia;integral | Lagrange;estado_posts;integral | Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial | Tesla;associacao333;integral_final	718b0f73f7e85f2f16c684fb9325b2eb5cc5fd668dc66bf418860a3b1d73acb0	true
backend/src/modules/api/private/posts/repositories/queries/PostReplyStateRepository.ts	Tesla;comunidades;integral | Tesla;concorrencia;integral | Lagrange;estado_posts;integral	7a99bce78b3780b99ac2916fccd3732465a5414e52390024493a40554810ebf2	true
backend/src/modules/api/private/posts/repositories/queries/PostRepositoryContext.ts	Tesla;comunidades;integral | Tesla;concorrencia;integral | Lagrange;estado_posts;integral	2c430b4202d72efde00c6f291a0ee22d2f95b78107b7090a97d8f41a48329a95	true
backend/src/modules/api/private/posts/repositories/queries/PostShareArtifactRepository.ts	Tesla;comunidades;integral	b2fe4007aaac017931d7db3406baaa915669b64c9d5196319f62fe9f8ffcef5a	true
backend/src/modules/api/private/posts/repositories/queries/PostStateRepository.ts	Tesla;comunidades;integral | Tesla;concorrencia;integral	f2648371d177aa3eb01defca3bb6d807c0dde85d22dd651f66cf14c54ec22636	true
backend/src/modules/api/private/posts/repositories/queries/PostUpdateRepository.ts	Tesla;comunidades;integral | Tesla;concorrencia;integral | Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial | Tesla;associacao333;integral_final	0dab2db8c85cf612bffcde9c0270f7204fc81d1b0ebd0a0d24046e74a9f0e17f	true
backend/src/modules/api/private/posts/repositories/support/post-media-url.test.ts	Tesla;comunidades;integral	d589aefbec34610888e3503ce0cd8d03f2aae8cfb6d0e4796f920482c7162b5a	false
backend/src/modules/api/private/posts/repositories/support/post-media-url.ts	Tesla;comunidades;integral | Tesla;concorrencia;integral | principal;integracao;integral | Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial | Tesla;associacao333;integral_final	30588ddc863d1762207bcd6b6ca934790a2e60b8ddb5efcec6c0ee22d9b612c9	false
backend/src/modules/api/private/posts/repositories/support/post-response.ts	Tesla;comunidades;integral | Lagrange;estado_posts;integral | principal;video_votos339;integral	fad27ef4ab6c7177189ef300c08dc2525d3b425353c72201759e3e5969522339	true
backend/src/modules/api/private/posts/repositories/support/reply-tree.ts	Tesla;comunidades;integral | Tesla;concorrencia;integral | Lagrange;estado_posts;integral | Tesla;associacao333;integral_final	186425f8050cd7e08bce1418432b455c429d1b6242be207b7813ab8c7c3d9193	true
backend/src/modules/api/private/posts/use-cases/controller.ts	Tesla;comunidades;integral	dec20df9472529f8c2cfad336512e05ad44dc03c55873742b5dc5dc891a3c290	true
backend/src/modules/api/private/posts/use-cases/services.ts	Tesla;comunidades;integral | principal;video_votos339;integral	c04d5707c92138485bff005048344ddad7d037e54ba7d74a8f17f579abf97037	true
backend/src/modules/api/private/posts/use-cases/services/media-actions.ts	Tesla;comunidades;integral | Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial | principal;video_votos339;integral	0a9e852c25fd393f90b554158834158305a8657d571f2efa654c180491b8f5e2	true
backend/src/modules/api/private/posts/use-cases/services/post-support.ts	Tesla;comunidades;integral | Tesla;concorrencia;integral | Tesla;vocabulario337;integral_dos_ranges	ae9a141cfb16c70b0b42c10096a9221aecbf78752a23dc83229d9b0d67d17147	true
backend/src/modules/api/private/posts/use-cases/services/queries-replies.ts	Tesla;comunidades;integral	a37db613e9bebafc4606245b86f8a992285a12d18489578398cbe6a0a37c0389	true
backend/src/modules/api/private/posts/use-cases/services/reply-media-multipart.ts	Tesla;comunidades;integral | Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial	12550c391b56e4bbe7ffd18e073cac502b00417da48234a296747190c357d024	true
backend/src/modules/api/private/posts/use-cases/services/reply-media-part-size.test.ts	Tesla;comunidades;integral	cfda182c4b876a21a76f759305d7b889e6ff19aea7dc6594399d9c349b0995ce	false
backend/src/modules/api/private/posts/use-cases/services/reply-media-part-size.ts	Tesla;comunidades;integral | Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial	77b56c5e6fcb986e43d47df2f963dbb5b3af445da727414742142c105db92ee6	false
backend/src/modules/api/private/posts/use-cases/services/share-artifact.ts	Tesla;comunidades;integral	1bf1e8979f108bda65ca370bfbffb89b4de1cf1b117efe131c7004abef58d6cc	true
backend/src/modules/api/private/posts/use-cases/services/share-render-job-access.test.ts	Tesla;comunidades;integral	a6512b8733fb423e5645e0ce35b29cb9d127caf027c46a81340e83182025baa7	false
backend/src/modules/api/private/posts/use-cases/services/share-render-job-access.ts	Tesla;comunidades;integral | principal;integracao;integral	2bc6a0cf54e99ebc464a40fb82deba71fc82ba3dc81d0f6e5ae299451e484399	false
backend/src/modules/api/private/posts/use-cases/services/share-render-media.ts	Tesla;comunidades;integral	0b5e3e03a8c9e35bd8c1b090a4a31ac9afa60dc5d6b082ca5d596efc4d7f8ca9	true
backend/src/modules/api/private/posts/use-cases/services/share-render-source.ts	Tesla;comunidades;integral	756801c6f11b5e42130eafd702f52d3511aacfbedafcfe5277c9f7541158121a	true
backend/src/modules/api/private/posts/use-cases/services/share-render.test.ts	Tesla;comunidades;integral	14aaf7e68dd11ad7c280feec6006a507de52dc1bbfc04a4a0c00659eeccaa8da	true
backend/src/modules/api/private/posts/use-cases/services/share-render.ts	Tesla;comunidades;integral | principal;integracao;integral	835e6a080744917f5464c6ed4e0b4f77c7ee63c71d48effaaa6d614dd3eb74e2	true
backend/src/modules/api/private/posts/use-cases/services/state-actions.ts	Tesla;comunidades;integral	52ac7f428418c64650566fefedbc4c4ef24fa3a2c0480c963eb83cd22105efbe	true
backend/src/modules/api/private/posts/use-cases/services/update.ts	Tesla;comunidades;integral | Tesla;concorrencia;integral | Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial	dcb315a63c4e4af702f62befe91b54092b4f3127264f1686830c566df8504e92	true
backend/src/modules/api/private/posts/validator/index.ts	Tesla;comunidades;integral | principal;video_votos339;integral	b3fb9c4160272c48c273a78edc7dff6b1416399e80db442afeafd438da0d731b	true
backend/src/modules/api/private/psychologist/analytics/use-cases/services.ts	Socrates;frontend68;integral	0ca56af03f1f48507cecb363e77e0afce38f75e8397b554cc90628480f63413c	true
backend/src/modules/api/private/psychologist/billing/address/DTOs/IAddressDTO.ts	Euclid;billing;integral | Tesla;financeiro330;integral_inicial	702f0df26aaa68b86d728472c72cad5cb947d3448ee9f9d645d4abfcb3991aef	true
backend/src/modules/api/private/psychologist/billing/address/index.ts	Euclid;billing;integral | Tesla;financeiro330;integral_inicial	0982024e67d175b1c42288de436be3a92ff6fa56a8274e99b8be6030beab6035	true
backend/src/modules/api/private/psychologist/billing/address/repositories/AddressRepository.ts	Euclid;billing;integral | Tesla;financeiro330;integral_inicial	cf7b33d7167d3304db62aa5001c8df13288ba0309cf1f95e20d72a35889de74b	true
backend/src/modules/api/private/psychologist/billing/address/repositories/interfaces/IAddressRepository.ts	Euclid;billing;integral | Tesla;financeiro330;integral_inicial	f9ab45d97fe408c23cf250caf10cc0712e9eee58559ed5b5a5f1bd9c9860b54a	true
backend/src/modules/api/private/psychologist/billing/address/use-cases/controller.ts	Euclid;billing;integral | Tesla;financeiro330;integral_inicial	78fa9433e0661f23bff6a14cdcb19c9b3c1f616ceab187ed60a081b72c7433bf	true
backend/src/modules/api/private/psychologist/billing/address/use-cases/services.ts	Euclid;billing;integral | Tesla;financeiro330;integral_inicial	dbfb4ac7de43d5833ad07b407d6fd8883c03d549bfd61cb8540461f5611a0463	true
backend/src/modules/api/private/psychologist/billing/address/validator/index.ts	Euclid;billing;integral | Tesla;financeiro330;integral_inicial	d4134b70466ad566c4d74afa087670414a2ef5f7e9df91c1732ca5f9180c7430	true
backend/src/modules/api/private/psychologist/billing/checkout/DTOs/ICheckoutDTO.ts	Euclid;billing;integral | Tesla;checkout;integral_inicial | Tesla;financeiro330;integral_inicial	30f032b68ca75098aa69ed425ac35c92c9fccb11c89011d9249c1de650524b87	true
backend/src/modules/api/private/psychologist/billing/checkout/index.ts	Euclid;billing;integral | Tesla;checkout;integral_inicial | Tesla;financeiro330;integral_inicial	5311ebfedc13c36ea8c984c8198c03d52674cb9b7b224d22cdb97cc2e82f7804	true
backend/src/modules/api/private/psychologist/billing/checkout/repositories/CheckoutRepository.ts	Euclid;billing;integral | Tesla;checkout;integral_inicial | Tesla;financeiro330;integral_inicial	a7574ad0f17112917b67f2225bbf68ec48938659fb93eb011495cdb0349ebc7a	true
backend/src/modules/api/private/psychologist/billing/checkout/repositories/interfaces/ICheckoutRepository.ts	Euclid;billing;integral | Tesla;checkout;integral_inicial | Tesla;financeiro330;integral_inicial	45ce8697cef00d66f6a8cac2053d042e412c43f09e56c3a7e5b464a0bfa41f93	true
backend/src/modules/api/private/psychologist/billing/checkout/use-cases/controller.ts	Euclid;billing;integral | Tesla;checkout;integral_inicial | Tesla;financeiro330;integral_inicial	156328b38648c6968b4ab7f44555880b23febdc8989df016a0de089309dad59e	true
backend/src/modules/api/private/psychologist/billing/checkout/use-cases/plan-compatibility.test.ts	Euclid;billing;integral | Tesla;checkout;integral_inicial | Tesla;financeiro330;integral_inicial	821158789d583738e5e2921f18fe3646129611947850843f18875ff9aa08bc8d	false
